Code_ARP;Libelle_medicament;DCI_brute;Substance_texte;Substance_norm
ARP000929;COLINIL - FLACON / 15 ml;BASE SIRUPEUSE / HUILE D’ANETH / HUILE DE FENOUIL / SIMETHICONE;HUILE D’ANETH;HUILE D’ANETH
ARP000929;COLINIL - FLACON / 15 ml;BASE SIRUPEUSE / HUILE D’ANETH / HUILE DE FENOUIL / SIMETHICONE;HUILE DE FENOUIL;HUILE DE FENOUIL
ARP001999;KEFTAZ - BOITE / 1 FLACON;CEFTAZIDIME;CEFTAZIDIME;CEFTAZIDIME
ARP000011;ACCULOL - FLACON / 5 ml;BETAXOLOL;BETAXOLOL;BETAXOLOL
ARP003748;UNICARB - FLACON / 45 ml;nan;nan;NAN
ARP003822;VERAZEPAM VERVE - B / 10 AMPOULES/ 2 ml;nan;nan;NAN
ARP002323;METHYLDOPA MACLEODS - BOITE / 100;METHYLDOPA;METHYLDOPA;METHYLDOPA
ARP003790;VALOVIR HETERO - BOITE / 10;VALOVIR;VALOVIR;VALOVIR
ARP001047;D-ARTEPP - BOITE / 9;DIHYDROARTEMISININE / PIPERAQUINE;DIHYDROARTEMISININE;DIHYDROARTEMISININE
ARP001047;D-ARTEPP - BOITE / 9;DIHYDROARTEMISININE / PIPERAQUINE;PIPERAQUINE;PIPERAQUINE
ARP003133;RIFAMPICINE/ISONIAZIDE/ETHAMBUTOL - B/24 *48;ETHAMBUTOL / ISONIAZIDE / RIFAMPICINE;ETHAMBUTOL;ETHAMBUTOL
ARP003254;SEPTIDERM - FLACON/200 ml;IODE DE POVIDONE;IODE DE POVIDONE;IODE DE POVIDONE
ARP002961;PRIORIX - FLACON/0,5 ml DE 1 DOSE;CHAQUE DOSE DE 0,5ML DE VACCIN RECONSTITUÉ CONTIENT DE LA SOUCHE SCHWARZ CONTRE LA ROUGEOLE, SOUCHE RIT 4385 CONTRE LES OREILLONS ET DE LA SOUCHE WISTAR RA 27/3 CONTRE LA RUBÉOLE;CHAQUE DOSE DE 0,5ML DE VACCIN RECONSTITUÉ CONTIENT DE LA SOUCHE SCHWARZ CONTRE LA ROUGEOLE, SOUCHE RIT 4385 CONTRE LES OREILLONS ET DE LA SOUCHE WISTAR RA 27;CHAQUE DOSE DE 0,5ML DE VACCIN RECONSTITUE CONTIENT DE LA SOUCHE SCHWARZ CONTRE LA ROUGEOLE, SOUCHE RIT 4385 CONTRE LES OREILLONS ET DE LA SOUCHE WISTAR RA 27
ARP002961;PRIORIX - FLACON/0,5 ml DE 1 DOSE;CHAQUE DOSE DE 0,5ML DE VACCIN RECONSTITUÉ CONTIENT DE LA SOUCHE SCHWARZ CONTRE LA ROUGEOLE, SOUCHE RIT 4385 CONTRE LES OREILLONS ET DE LA SOUCHE WISTAR RA 27/3 CONTRE LA RUBÉOLE;3 CONTRE LA RUBÉOLE;3 CONTRE LA RUBEOLE
ARP002063;LAMIVUDINE/TENOFOVIR - B/30;LAMIVUDINE / TENOFOVIR;TENOFOVIR;TENOFOVIR
ARP000999;CROSCAL - BOITE / 15;CALCIUM / VITAMINE D3;CALCIUM;CALCIUM
ARP000650;CALGEN - B/30;CALCIUM / CHOLECALCIFEROL;CALCIUM;CALCIUM
ARP003663;TRIAM-DENK - BOITE / 10;TRIAMCINOLONE;TRIAMCINOLONE;TRIAMCINOLONE
ARP000999;CROSCAL - FL/200 ml;CALCIUM / VITAMINE D3;CALCIUM;CALCIUM
ARP002850;PERISPASM - BOITE/10;PHLOROGLUCINOL;PHLOROGLUCINOL;PHLOROGLUCINOL
ARP002226;MADECASSOL - TUBE / 10 G;HYDROCOTYLE;HYDROCOTYLE;HYDROCOTYLE
ARP002226;MADECASSOL - BOITE / 25;HYDROCOTYLE;HYDROCOTYLE;HYDROCOTYLE
ARP002261;MEBO - TUBE / 15 G;BETA-SITOSTEROL;BETA-SITOSTEROL;BETA SITOSTEROL
ARP000944;COMBANTRIN - BOITE/6;PYRANTEL;PYRANTEL;PYRANTEL
ARP002497;NETAZOX DT - BOITE/6;NITAZOXANIDE;NITAZOXANIDE;NITAZOXANIDE
ARP002494;NETAZOX - FLACON/30 ml;NITAZOXANIDE;NITAZOXANIDE;NITAZOXANIDE
ARP000944;COMBANTRIN - FLACON/15 ml;PYRANTEL;PYRANTEL;PYRANTEL
ARP003866;VITAGEN AMPOUL - BOITE / 5;MULTIVITAMINES;MULTIVITAMINES;MULTIVITAMINES
ARP003537;TENOFOVIR MACLEODS - BOITE / 30;TENOFOVIR;TENOFOVIR;TENOFOVIR
ARP001577;FORTALINE PLUS - BOITE / 20;HUILE DE POISSON / VITAMINE E;HUILE DE POISSON;HUILE DE POISSON
ARP001511;FLOMIST - FLACON / 100 DOSES;FLUTICASONE;FLUTICASONE;FLUTICASONE
ARP003663;TRIAM-DENK - BOITE / 1;TRIAMCINOLONE;TRIAMCINOLONE;TRIAMCINOLONE
ARP003446;SYNERGON - BOITE / 3 AMPOULES / 1 ml;ESTRONE / PROGESTERONE;ESTRONE;ESTRONE
ARP003690;TROFOCARD MAX - BOITE/12;L-ASPARTATE-HYDROCHLORURE DE MAGNESIUM TRIHYDRATE;L-ASPARTATE-HYDROCHLORURE DE MAGNESIUM TRIHYDRATE;L ASPARTATE HYDROCHLORURE DE MAGNESIUM TRIHYDRATE
ARP003672;TRICOZ LP - BOITE/60;TRIMETAZIDINE;TRIMETAZIDINE;TRIMETAZIDINE
ARP000994;CROISCARD - BOITE/15;CALCIUM / VITAMINE D3;CALCIUM;CALCIUM
ARP001047;D-ARTEPP - BOITE / 6;DIHYDROARTEMISININE / PIPERAQUINE;DIHYDROARTEMISININE;DIHYDROARTEMISININE
ARP001047;D-ARTEPP - BOITE / 6;DIHYDROARTEMISININE / PIPERAQUINE;PIPERAQUINE;PIPERAQUINE
ARP000316;ARTESUN - BOITE / 1 FLACON;ARTESUNATE;ARTESUNATE;ARTESUNATE
ARP003851;VINORELBINE SANDOZ - BOITE/1 FLACON;VINORELBINE DITARTRATE;VINORELBINE DITARTRATE;VINORELBINE DITARTRATE
ARP001741;GUAFLEX - FLACON/120 ml;EXTRAIT DE FEUILLES DE GOYAVE / EXTRAIT DE FLEURS DE TILLEUL / HUILE DE FENOUIL;EXTRAIT DE FEUILLES DE GOYAVE;EXTRAIT DE FEUILLES DE GOYAVE
ARP001741;GUAFLEX - FLACON/120 ml;EXTRAIT DE FEUILLES DE GOYAVE / EXTRAIT DE FLEURS DE TILLEUL / HUILE DE FENOUIL;EXTRAIT DE FLEURS DE TILLEUL;EXTRAIT DE FLEURS DE TILLEUL
ARP001741;GUAFLEX - FLACON/120 ml;EXTRAIT DE FEUILLES DE GOYAVE / EXTRAIT DE FLEURS DE TILLEUL / HUILE DE FENOUIL;HUILE DE FENOUIL;HUILE DE FENOUIL
ARP003788;VALMAC H - BOITE/30;HYDROCHLOROTHIAZIDE / VALERINA;VALERINA;VALERINA
ARP003535;TENOFOVIR HETERO - BOITE/30;TENOFOVIR;TENOFOVIR;TENOFOVIR
ARP000589;BONCARE PLUS - BOITE/30;CHONDRITOINE / METHYLSULFONYLMETHANE / SULFATE DE GLUCOSAMINE;CHONDRITOINE;CHONDRITOINE
ARP000589;BONCARE PLUS - BOITE/30;CHONDRITOINE / METHYLSULFONYLMETHANE / SULFATE DE GLUCOSAMINE;METHYLSULFONYLMETHANE;METHYLSULFONYLMETHANE
ARP002960;PRINCI-B FORT - BOITE / 30;VITAMINE B 12 / VITAMINE B1 / VITAMINE B6;VITAMINE B 12;VITAMINE B 12
ARP003207;SALBUTAMOL NOVARTIS ACCESS - FLACON / 200 DOSES;AMBROXOLE / SALBUTAMOL / GUAIFENESIN / MENTHOL;MENTHOL;MENTHOL
ARP003337;SPASMOCALM - BOITE /20;PHLOROGLUCINOL;PHLOROGLUCINOL;PHLOROGLUCINOL
ARP000993;CROISARD-E - FLACON / 150 ml;CALCIUM / VITAMINE D3;CALCIUM;CALCIUM
ARP000610;BROXOL - FLACON / 100 ml;CHORHYDRATE D’AMBROXOL / GUAIFENESINE / MALEATE DE CHLORPHENIRAMINE / MENTHOL / SULFATE DE TERBUTALINE;MENTHOL;MENTHOL
ARP002968;PROCTOLOG - TUBE / 20 G;RUSCOGENINES / TRIMEBUTINE;RUSCOGENINES;RUSCOGENINES
ARP002853;PERUBORE - BOITE/15 GELULES POUR INHALATION;HUILE ESSENTIELLE DE LAVANDE / HUILE ESSENTIELLE DE ROMAIN / HUILE ESSENTIELLE DE THYM ROUGE / THYMOL;HUILE ESSENTIELLE DE THYM ROUGE;HUILE ESSENTIELLE DE THYM ROUGE
ARP000339;ASPIRINE CARDIO - BOITE/30;CARBASALATE CALCIQUE EN ACIDE ACETYL SALICYLIQUE;CARBASALATE CALCIQUE EN ACIDE ACETYL SALICYLIQUE;CARBASALATE CALCIQUE EN ACIDE ACETYL SALICYLIQUE
ARP001109;DESYREL - FLACON/ 200 ml;CHLORHYDRATE DE CYPROHEPTADINE / CHLORHYDRATE DE LYSINE / PEPTONE;PEPTONE;PEPTONE
ARP000264;APAZIDE SUSP - FLACON 100 ml;NIFUROXAZIDE;NIFUROXAZIDE;NIFUROXAZIDE
ARP002945;PREAPTAMIL - POT / 400 G;LACTOSE/HUILES VEGETALES/LAIT ECREME/FIBRES ALIMENTAIRES/CONCENTRE DE PROTEINE DE LACTOSERUM/SIROP DE GLUCOSE/TRIGLYCERIDES AHAINE MOYENNE/MATIERES GRASSES/PHOSPHATE DE CALCIUM TRIBASIQUE;HUILES VEGETALES;HUILES VEGETALES
ARP002945;PREAPTAMIL - POT / 400 G;LACTOSE/HUILES VEGETALES/LAIT ECREME/FIBRES ALIMENTAIRES/CONCENTRE DE PROTEINE DE LACTOSERUM/SIROP DE GLUCOSE/TRIGLYCERIDES AHAINE MOYENNE/MATIERES GRASSES/PHOSPHATE DE CALCIUM TRIBASIQUE;LAIT ECREME;LAIT ECREME
ARP002945;PREAPTAMIL - POT / 400 G;LACTOSE/HUILES VEGETALES/LAIT ECREME/FIBRES ALIMENTAIRES/CONCENTRE DE PROTEINE DE LACTOSERUM/SIROP DE GLUCOSE/TRIGLYCERIDES AHAINE MOYENNE/MATIERES GRASSES/PHOSPHATE DE CALCIUM TRIBASIQUE;FIBRES ALIMENTAIRES;FIBRES ALIMENTAIRES
ARP002945;PREAPTAMIL - POT / 400 G;LACTOSE/HUILES VEGETALES/LAIT ECREME/FIBRES ALIMENTAIRES/CONCENTRE DE PROTEINE DE LACTOSERUM/SIROP DE GLUCOSE/TRIGLYCERIDES AHAINE MOYENNE/MATIERES GRASSES/PHOSPHATE DE CALCIUM TRIBASIQUE;CONCENTRE DE PROTEINE DE LACTOSERUM;CONCENTRE DE PROTEINE DE LACTOSERUM
ARP002945;PREAPTAMIL - POT / 400 G;LACTOSE/HUILES VEGETALES/LAIT ECREME/FIBRES ALIMENTAIRES/CONCENTRE DE PROTEINE DE LACTOSERUM/SIROP DE GLUCOSE/TRIGLYCERIDES AHAINE MOYENNE/MATIERES GRASSES/PHOSPHATE DE CALCIUM TRIBASIQUE;SIROP DE GLUCOSE;SIROP DE GLUCOSE
ARP002945;PREAPTAMIL - POT / 400 G;LACTOSE/HUILES VEGETALES/LAIT ECREME/FIBRES ALIMENTAIRES/CONCENTRE DE PROTEINE DE LACTOSERUM/SIROP DE GLUCOSE/TRIGLYCERIDES AHAINE MOYENNE/MATIERES GRASSES/PHOSPHATE DE CALCIUM TRIBASIQUE;MATIERES GRASSES;MATIERES GRASSES
ARP002945;PREAPTAMIL - POT / 400 G;LACTOSE/HUILES VEGETALES/LAIT ECREME/FIBRES ALIMENTAIRES/CONCENTRE DE PROTEINE DE LACTOSERUM/SIROP DE GLUCOSE/TRIGLYCERIDES AHAINE MOYENNE/MATIERES GRASSES/PHOSPHATE DE CALCIUM TRIBASIQUE;PHOSPHATE DE CALCIUM TRIBASIQUE;PHOSPHATE DE CALCIUM TRIBASIQUE
ARP001235;DRAGEES VEGETALES - BOITE / 40;Alog / Badiane pulv / BELLADONNA PULV / CASCARA PULV / EVOMYNE BRUNE / EXTRAIT BILLIARE / EXTRAIT MOU FUCUNS / Extrait sec bourdaine / GELOSE / Jusquiame pulv;Alog;ALOG
ARP001235;DRAGEES VEGETALES - BOITE / 40;Alog / Badiane pulv / BELLADONNA PULV / CASCARA PULV / EVOMYNE BRUNE / EXTRAIT BILLIARE / EXTRAIT MOU FUCUNS / Extrait sec bourdaine / GELOSE / Jusquiame pulv;Badiane pulv;BADIANE PULV
ARP001235;DRAGEES VEGETALES - BOITE / 40;Alog / Badiane pulv / BELLADONNA PULV / CASCARA PULV / EVOMYNE BRUNE / EXTRAIT BILLIARE / EXTRAIT MOU FUCUNS / Extrait sec bourdaine / GELOSE / Jusquiame pulv;BELLADONNA PULV;BELLADONNA PULV
ARP001235;DRAGEES VEGETALES - BOITE / 40;Alog / Badiane pulv / BELLADONNA PULV / CASCARA PULV / EVOMYNE BRUNE / EXTRAIT BILLIARE / EXTRAIT MOU FUCUNS / Extrait sec bourdaine / GELOSE / Jusquiame pulv;CASCARA PULV;CASCARA PULV
ARP001235;DRAGEES VEGETALES - BOITE / 40;Alog / Badiane pulv / BELLADONNA PULV / CASCARA PULV / EVOMYNE BRUNE / EXTRAIT BILLIARE / EXTRAIT MOU FUCUNS / Extrait sec bourdaine / GELOSE / Jusquiame pulv;EVOMYNE BRUNE;EVOMYNE BRUNE
ARP001235;DRAGEES VEGETALES - BOITE / 40;Alog / Badiane pulv / BELLADONNA PULV / CASCARA PULV / EVOMYNE BRUNE / EXTRAIT BILLIARE / EXTRAIT MOU FUCUNS / Extrait sec bourdaine / GELOSE / Jusquiame pulv;EXTRAIT BILLIARE;EXTRAIT BILLIARE
ARP001235;DRAGEES VEGETALES - BOITE / 40;Alog / Badiane pulv / BELLADONNA PULV / CASCARA PULV / EVOMYNE BRUNE / EXTRAIT BILLIARE / EXTRAIT MOU FUCUNS / Extrait sec bourdaine / GELOSE / Jusquiame pulv;EXTRAIT MOU FUCUNS;EXTRAIT MOU FUCUNS
ARP001235;DRAGEES VEGETALES - BOITE / 40;Alog / Badiane pulv / BELLADONNA PULV / CASCARA PULV / EVOMYNE BRUNE / EXTRAIT BILLIARE / EXTRAIT MOU FUCUNS / Extrait sec bourdaine / GELOSE / Jusquiame pulv;Extrait sec bourdaine;EXTRAIT SEC BOURDAINE
ARP001235;DRAGEES VEGETALES - BOITE / 40;Alog / Badiane pulv / BELLADONNA PULV / CASCARA PULV / EVOMYNE BRUNE / EXTRAIT BILLIARE / EXTRAIT MOU FUCUNS / Extrait sec bourdaine / GELOSE / Jusquiame pulv;GELOSE;GELOSE
ARP001235;DRAGEES VEGETALES - BOITE / 40;Alog / Badiane pulv / BELLADONNA PULV / CASCARA PULV / EVOMYNE BRUNE / EXTRAIT BILLIARE / EXTRAIT MOU FUCUNS / Extrait sec bourdaine / GELOSE / Jusquiame pulv;Jusquiame pulv;JUSQUIAME PULV
ARP000631;BUTYLSCOPOLAMINE RENAUDIN - BOITE / 100;BUTYLSCOPOLAMINE BROMHYDRATE;BUTYLSCOPOLAMINE BROMHYDRATE;BUTYLSCOPOLAMINE BROMHYDRATE
ARP000316;ARTESUN - BOITE / 1;ARTESUNATE;ARTESUNATE;ARTESUNATE
ARP002826;PECTOGEN SP - FLACON / 120 ml;CHLORHYDRATE DE BROMHEXINE / GUAIFENESINE / MENTHOL / SALBUTAMOL;MENTHOL;MENTHOL
ARP001653;GENFER - BOITE / 5;COMPLEXE D’HYDROXYDE DE POLYMALTOSE DE FER;COMPLEXE D’HYDROXYDE DE POLYMALTOSE DE FER;COMPLEXE D’HYDROXYDE DE POLYMALTOSE DE FER
ARP001579;FORTICOL - BOITE / 20 AMPOULES 10 ml;ACETOGLUTAMATE DE DEANOL / CHLORHYDRATE D’HEPTAMINOL;ACETOGLUTAMATE DE DEANOL;ACETOGLUTAMATE DE DEANOL
ARP000873;CLOMIGEN - BOITE / 10;CLOMIFENE;CLOMIFENE;CLOMIFENE
ARP000305;ARTEGEN - BOITE / 1;ARTESUNATE;ARTESUNATE;ARTESUNATE
ARP002849;PERISPAM - BOITE / 30;PHLOROGLUCINOL;PHLOROGLUCINOL;PHLOROGLUCINOL
ARP002849;PERISPAM - BOITE / 10;PHLOROGLUCINOL;PHLOROGLUCINOL;PHLOROGLUCINOL
ARP001881;IMMUNORHO - BOITE / 1 FLACON;IMMUNOGLOBULINE ANTI-D HUMAINE;IMMUNOGLOBULINE ANTI-D HUMAINE;IMMUNOGLOBULINE ANTI D HUMAINE
ARP001430;FACTAME - BOITE / 1 FLACON;FACTEUR VIII DE COAGULATION HUMAIN D’ACTIVITE SPECIFIQUE;FACTEUR VIII DE COAGULATION HUMAIN D’ACTIVITE SPECIFIQUE;FACTEUR VIII DE COAGULATION HUMAIN D’ACTIVITE SPECIFIQUE
ARP001400;EURARTESIM - BOITE / 12;DIHYDROARTEMISININE / PIPERAQUINE;DIHYDROARTEMISININE;DIHYDROARTEMISININE
ARP001400;EURARTESIM - BOITE / 12;DIHYDROARTEMISININE / PIPERAQUINE;PIPERAQUINE;PIPERAQUINE
ARP001400;EURARTESIM - BOITE / 9;DIHYDROARTEMISININE / PIPERAQUINE;DIHYDROARTEMISININE;DIHYDROARTEMISININE
ARP001400;EURARTESIM - BOITE / 9;DIHYDROARTEMISININE / PIPERAQUINE;PIPERAQUINE;PIPERAQUINE
ARP001400;EURARTESIM - BOITE / 6;DIHYDROARTEMISININE / PIPERAQUINE;DIHYDROARTEMISININE;DIHYDROARTEMISININE
ARP001400;EURARTESIM - BOITE / 6;DIHYDROARTEMISININE / PIPERAQUINE;PIPERAQUINE;PIPERAQUINE
ARP001400;EURARTESIM - BOITE / 3;DIHYDROARTEMISININE / PIPERAQUINE;DIHYDROARTEMISININE;DIHYDROARTEMISININE
ARP001400;EURARTESIM - BOITE / 3;DIHYDROARTEMISININE / PIPERAQUINE;PIPERAQUINE;PIPERAQUINE
ARP003804;VASTAREL LM - BOITE / 60;TRIMETAZIDINE;TRIMETAZIDINE;TRIMETAZIDINE
ARP003173;ROTARIX - BOITE / 1 TUBE COMPTE GOUTTE;SOUCHE RIX4414 DE ROTAVIRUS HUMAIN VIVANT ATTENUE;SOUCHE RIX4414 DE ROTAVIRUS HUMAIN VIVANT ATTENUE;SOUCHE RIX4414 DE ROTAVIRUS HUMAIN VIVANT ATTENUE
ARP002962;PRIORIX TETRA - BOITE / 1 SERINGUE PRE-REMPLIE DE 0,5 ml;VIRUS DE LA ROUGEOLE VIVANT ATTENUE / VIRUS DES OREILLONS VIVANT ATTENUE / VIRUS DE LA RUBEOLE VIVANT ATTENUE / VIRUS DE LA VARICELLE VIVANT ATTENUE;VIRUS DE LA ROUGEOLE VIVANT ATTENUE;VIRUS DE LA ROUGEOLE VIVANT ATTENUE
ARP002962;PRIORIX TETRA - BOITE / 1 SERINGUE PRE-REMPLIE DE 0,5 ml;VIRUS DE LA ROUGEOLE VIVANT ATTENUE / VIRUS DES OREILLONS VIVANT ATTENUE / VIRUS DE LA RUBEOLE VIVANT ATTENUE / VIRUS DE LA VARICELLE VIVANT ATTENUE;VIRUS DES OREILLONS VIVANT ATTENUE;VIRUS DES OREILLONS VIVANT ATTENUE
ARP002962;PRIORIX TETRA - BOITE / 1 SERINGUE PRE-REMPLIE DE 0,5 ml;VIRUS DE LA ROUGEOLE VIVANT ATTENUE / VIRUS DES OREILLONS VIVANT ATTENUE / VIRUS DE LA RUBEOLE VIVANT ATTENUE / VIRUS DE LA VARICELLE VIVANT ATTENUE;VIRUS DE LA RUBEOLE VIVANT ATTENUE;VIRUS DE LA RUBEOLE VIVANT ATTENUE
ARP002920;POLIO SABIN - FLACON / 20 DOSES/ BOITE / 100;POLIO SABIN EST UN VACCIN ANTIPOLYOMYELITE ORAL BIVALENT CONTENANT LES SOUCHES VIRALES ATTENUEES DE TYPE 1 (LSC, 2AB) ET DE TYPE 3 5LEON 12 A, 1B), MULTIPLIEES SUR CELLULES DIPLOIDES HUMAINE;POLIO SABIN EST UN VACCIN ANTIPOLYOMYELITE ORAL BIVALENT CONTENANT LES SOUCHES VIRALES ATTENUEES DE TYPE 1 (LSC, 2AB) ET DE TYPE 3 5LEON 12 A, 1B), MULTIPLIEES SUR CELLULES DIPLOIDES HUMAINE;POLIO SABIN EST UN VACCIN ANTIPOLYOMYELITE ORAL BIVALENT CONTENANT LES SOUCHES VIRALES ATTENUEES DE TYPE 1 (LSC, 2AB) ET DE TYPE 3 5LEON 12 A, 1B), MULTIPLIEES SUR CELLULES DIPLOIDES HUMAINE
ARP002920;POLIO SABIN - FLACON / 10 DOSES/ BOITE / 100;POLIO SABIN EST UN VACCIN ANTIPOLYOMYELITE ORAL BIVALENT CONTENANT LES SOUCHES VIRALES ATTENUEES DE TYPE 1 (LSC, 2AB) ET DE TYPE 3 5LEON 12 A, 1B), MULTIPLIEES SUR CELLULES DIPLOIDES HUMAINE;POLIO SABIN EST UN VACCIN ANTIPOLYOMYELITE ORAL BIVALENT CONTENANT LES SOUCHES VIRALES ATTENUEES DE TYPE 1 (LSC, 2AB) ET DE TYPE 3 5LEON 12 A, 1B), MULTIPLIEES SUR CELLULES DIPLOIDES HUMAINE;POLIO SABIN EST UN VACCIN ANTIPOLYOMYELITE ORAL BIVALENT CONTENANT LES SOUCHES VIRALES ATTENUEES DE TYPE 1 (LSC, 2AB) ET DE TYPE 3 5LEON 12 A, 1B), MULTIPLIEES SUR CELLULES DIPLOIDES HUMAINE
ARP003536;TENOFOVIR LAMIVUDINE HETERO - BOITE / 30;LAMIVUDINE / TENOFOVIR;TENOFOVIR;TENOFOVIR
ARP003535;TENOFOVIR HETERO - BOITE / 10;TENOFOVIR;TENOFOVIR;TENOFOVIR
ARP003380;STEPTASE - BOITE / 1 FLACON;STREPTOKINASE;STREPTOKINASE;STREPTOKINASE
ARP003299;SITRUS SR - BOITE / 30;ACIDE ASCORBIQUE / CITRATE DE ZINC / SELENIUM;CITRATE DE ZINC;CITRATE DE ZINC
ARP003277;SHAN 5 - FLACON / 10 DOSES;ANATOXINE DIPHTERIQUE / ANATOXINE TETANIQUE / POLYSACCHARIDE CAPSULAIRE PURIFIE HAEMOPHILUS INFLUENZAE DE TYPE;POLYSACCHARIDE CAPSULAIRE PURIFIE HAEMOPHILUS INFLUENZAE DE TYPE;POLYSACCHARIDE CAPSULAIRE PURIFIE HAEMOPHILUS INFLUENZAE DE TYPE
ARP003277;SHAN 5 - FLACON / 1 DOSE;ADNR ANTIGENE SPECIFIQUE DE SURFACE D’HEPATITES B / ANATOXINE DIPHTERIQUE / ANATOXINE TETANIQUE / B.COQUELUCHE(GERME ENTIER) / POLYSACCHARIDE CAPSULAIRE PURIFIE HAEMOPHILUS INFLUENZAE DE TYPE;ADNR ANTIGENE SPECIFIQUE DE SURFACE D’HEPATITES B;ADNR ANTIGENE SPECIFIQUE DE SURFACE D’HEPATITES B
ARP003277;SHAN 5 - FLACON / 1 DOSE;ADNR ANTIGENE SPECIFIQUE DE SURFACE D’HEPATITES B / ANATOXINE DIPHTERIQUE / ANATOXINE TETANIQUE / B.COQUELUCHE(GERME ENTIER) / POLYSACCHARIDE CAPSULAIRE PURIFIE HAEMOPHILUS INFLUENZAE DE TYPE;B.COQUELUCHE(GERME ENTIER);B.COQUELUCHE(GERME ENTIER)
ARP003277;SHAN 5 - FLACON / 1 DOSE;ADNR ANTIGENE SPECIFIQUE DE SURFACE D’HEPATITES B / ANATOXINE DIPHTERIQUE / ANATOXINE TETANIQUE / B.COQUELUCHE(GERME ENTIER) / POLYSACCHARIDE CAPSULAIRE PURIFIE HAEMOPHILUS INFLUENZAE DE TYPE;POLYSACCHARIDE CAPSULAIRE PURIFIE HAEMOPHILUS INFLUENZAE DE TYPE;POLYSACCHARIDE CAPSULAIRE PURIFIE HAEMOPHILUS INFLUENZAE DE TYPE
ARP002713;OVUMIX - BOITE / 6;CENTELLA ASIATICA / METRONIDAZOLE / MICONAZOLE / NEOMYCINE / POLYMYXINE;CENTELLA ASIATICA;CENTELLA ASIATICA
ARP002713;OVUMIX - BOITE / 6;CENTELLA ASIATICA / METRONIDAZOLE / MICONAZOLE / NEOMYCINE / POLYMYXINE;POLYMYXINE;POLYMYXINE
ARP001898;INEMPLUS - BOITE / 1 FLACON;CILASTATINE / IMIPENEME;IMIPENEME;IMIPENEME
ARP000322;ARTESUNATE CIPLA - BOITE / 2;ARTESUNATE;ARTESUNATE;ARTESUNATE
ARP002379;MIXTARD 30 FLEXPEN - BOITE / 5 STYLOS PRE-REMPLIS de 3 ml;INSULINE;INSULINE;INSULINE
ARP001913;INSULATARD FLEXPEN - BOITE / 5 STYLOS PRE-REMPLIS de 3 ml;INSULINE HUMAINE / ADNR*;INSULINE HUMAINE;INSULINE HUMAINE
ARP001913;INSULATARD FLEXPEN - BOITE / 5 STYLOS PRE-REMPLIS de 3 ml;INSULINE HUMAINE / ADNR*;ADNR*;ADNR*
ARP000040;ACTRAPID FLEXPEN - BOITE / 5 STYLOS PRE-REMPLIS de 3 ml;INSULINE;INSULINE;INSULINE
ARP003854;VIREAD - BOITE / 30;TENOFOVIR;TENOFOVIR;TENOFOVIR
ARP001884;IMOVAX POLIO - BOITE / 10 FLACONS / 10 DOSES;VIRUS POLIOMYÉLITIQUE INACTIVÉ TYPE 2 / VIRUS POLIOMYÉLITIQUE INACTIVÉ TYPE 3 / VIRUS POLIOMYÉLITIQUE INACTIVÉ TYPE 1;VIRUS POLIOMYÉLITIQUE INACTIVÉ TYPE 2;VIRUS POLIOMYELITIQUE INACTIVE TYPE 2
ARP001884;IMOVAX POLIO - BOITE / 10 FLACONS / 10 DOSES;VIRUS POLIOMYÉLITIQUE INACTIVÉ TYPE 2 / VIRUS POLIOMYÉLITIQUE INACTIVÉ TYPE 3 / VIRUS POLIOMYÉLITIQUE INACTIVÉ TYPE 1;VIRUS POLIOMYÉLITIQUE INACTIVÉ TYPE 3;VIRUS POLIOMYELITIQUE INACTIVE TYPE 3
ARP001884;IMOVAX POLIO - BOITE / 10 FLACONS / 10 DOSES;VIRUS POLIOMYÉLITIQUE INACTIVÉ TYPE 2 / VIRUS POLIOMYÉLITIQUE INACTIVÉ TYPE 3 / VIRUS POLIOMYÉLITIQUE INACTIVÉ TYPE 1;VIRUS POLIOMYÉLITIQUE INACTIVÉ TYPE 1;VIRUS POLIOMYELITIQUE INACTIVE TYPE 1
ARP001047;D-ARTEPP - BOITE / 6;DIHYDROARTEMISINE / PIPERAQUINE;DIHYDROARTEMISINE;DIHYDROARTEMISINE
ARP001047;D-ARTEPP - BOITE / 6;DIHYDROARTEMISINE / PIPERAQUINE;PIPERAQUINE;PIPERAQUINE
ARP000630;BUTOVENT - FLACON / 150 ml;SULBUTAMOL (ALBUTEROL);SULBUTAMOL (ALBUTEROL);SULBUTAMOL (ALBUTEROL)
ARP003285;SIMECON - FLACON / 120 ml;nan;nan;NAN
ARP002515;NEUTROCOLD CP - BOITE / 25 POCHETTES DE 4;CHLORPHENIRAMINE/ PHENYLEPHINE/ PARACETAMOL;CHLORPHENIRAMINE;CHLORPHENIRAMINE
ARP002514;NEUTROCOLD - FLACON / 100 ml;CHLORPHENIRAMINE/ PHENYLEPHINE/ PARACETAMOL (ACETAMINOPHENE);CHLORPHENIRAMINE;CHLORPHENIRAMINE
ARP002514;NEUTROCOLD - FLACON / 100 ml;CHLORPHENIRAMINE/ PHENYLEPHINE/ PARACETAMOL (ACETAMINOPHENE);PARACETAMOL (ACETAMINOPHENE);PARACETAMOL (ACETAMINOPHENE)
ARP001580;FORTUM - BOITE / 1;CEFTAZIDIME;CEFTAZIDIME;CEFTAZIDIME
