Code_ARP;Libelle_medicament
ARP000615;BRUSTAN - FLACON / 100 ml
ARP000370;ATSTAT - BOITE / 30
ARP000316;ARTESUN - BOITE / 1
ARP000437;AmlOR - BOITE / 56
ARP002642;OFUSIDIC - FLACON / 5 ml
ARP002348;METROWIN - FLACON / 60 ml
ARP002164;LOPERAMIDE ARROW - BOITE / 20
ARP002004;KETESSE - BOITE / 20
ARP002004;KETESSE - BOITE / 5 AMPOULES
ARP002004;KETESSE - BOITE / 1 AMPOULE
ARP001472;FERPLEX - BOITE / 10
ARP001412;EXILAR - BOITE / 4
ARP001403;EURYTHMIC - BOITE / 30
ARP003555;TERBIGEN GH - TUBE / 15 G
ARP003208;SALBUTUS - FLACON / 200 ml
ARP002826;PECTOGEN SP - FLACON / 120 ml
ARP001681;GLIDE M - BOITE / 30
ARP001679;GLIDE - BOITE / 30
ARP001654;GENFORTE GH - FLACON / 120 ml
ARP001653;GENFER - BOITE / 5
ARP001579;FORTICOL - BOITE / 20 AMPOULES 10 ml
ARP000873;CLOMIGEN - BOITE / 10
ARP000812;CINET - FLACON / 200 ml
ARP000305;ARTEGEN - BOITE / 1
ARP003599;THIOMED - BOITE / 6
ARP003488;TAMOXIFENE ARROW - BOITE / 30
ARP002849;PERISPAM - BOITE / 30
ARP002849;PERISPAM - BOITE / 10
ARP002661;OMEPRAZOLE ARROW PERF - BOITE / 1 FLACON
ARP001881;IMMUNORHO - BOITE / 1 FLACON
ARP001430;FACTAME - BOITE / 1 FLACON
ARP001400;EURARTESIM - BOITE / 12
ARP001400;EURARTESIM - BOITE / 9
ARP001400;EURARTESIM - BOITE / 6
ARP001400;EURARTESIM - BOITE / 3
ARP002784;PARACETAMOL CREAT - BOITE / 8
ARP003816;VENTOLINE ROTACAPS - BOITE / 128 GELULES
ARP003804;VASTAREL LM - BOITE / 60
ARP003618;TIVICAY - BOITE / 30
ARP003173;ROTARIX - BOITE / 1 TUBE COMPTE GOUTTE
ARP002962;PRIORIX TETRA - BOITE / 1 SERINGUE PRE-REMPLIE DE 0,5 ml
ARP002920;POLIO SABIN - FLACON / 20 DOSES/ BOITE / 100
ARP002920;POLIO SABIN - FLACON / 10 DOSES/ BOITE / 100
ARP002872;PHLORO-G CP - BOITE / 10
ARP002773;PANTOPRAZOLE FRILAB SOL - BOITE / 1 FLACON
ARP001534;FLUCONAZOLE KABI - FLACON / 200 ml
ARP001534;FLUCONAZOLE KABI - FLACON / 100 ml
ARP001534;FLUCONAZOLE KABI - FLACON / 50 ml
ARP001479;FERVEX ADULTE FRAMBOISE - BOITE / 8
ARP001319;EMOCLOT - BOITE / 1 FLACON
ARP001300;EFFERALGAN VITAMINE C - BOITE / 16
ARP001124;DIAMICRON - BOITE / 150
ARP001059;DAIVOBET - TUBE / 30 G
ARP001055;DAFLON - BOITE / 30
ARP003977;ZIDOVUDINE HETERO - FLACON / 240 ml
ARP003828;VERMOR SR - BOITE / 100
ARP003827;VERMOR - BOITE / 10
ARP003827;VERMOR - BOITE / 100
ARP003823;VERFEN - BOITE / 5
ARP003823;VERFEN - BOITE / 10
ARP003727;UCLAPRIM - BOITE / 10
ARP003536;TENOFOVIR LAMIVUDINE HETERO - BOITE / 30
ARP003535;TENOFOVIR HETERO - BOITE / 10
ARP003380;STEPTASE - BOITE / 1 FLACON
ARP002793;PARACETAMOL UMEDICA - FLACON / 100 ml
ARP002318;METFORMINE UMEDICA - BOITE / 100
ARP001844;HYDROCORTISONE UMIDECA - BOITE / 50
ARP001290;EFAVIRENZ HETERO - BOITE / 30
ARP003959;ZECLAR - FLACON / 60 ml
ARP003754;UNITRAX - BOITE / 1 FLACON
ARP003299;SITRUS SR - BOITE / 30
ARP003277;SHAN 5 - FLACON / 10 DOSES
ARP003277;SHAN 5 - FLACON / 1 DOSE
ARP002838;PENTASA - BOITE / 100
ARP002838;PENTASA - FLACON / 100 ml
ARP002713;OVUMIX - BOITE / 6
ARP002129;LIDOCAINE HOLDING COMPAGNIE - FLACON / 50 ml
ARP001929;IPILL - BOITE / 1
ARP001898;INEMPLUS - BOITE / 1 FLACON
ARP001433;FANGID - TUBE / 15 G
ARP001188;DOCETAXEL AFRIC PHAR - BOITE/1 FLACON
ARP001130;DIANEAL PDA - POCHE / 2 L
ARP001129;DIANEAL ISOTONIQUE - POCHE / 2,5 L
ARP001128;DIANEAL INTERMEDIAIRE - POCHE / 2,5 L
ARP001127;DIANEAL HYPERTONIQUE - POCHE / 5 L
ARP001127;DIANEAL HYPERTONIQUE - POCHE / 2,5 L
ARP000375;AUREOMYCINE PROMOPHARM - TUBE / 5 G
ARP000322;ARTESUNATE CIPLA - BOITE / 2
ARP000431;AmlODIPINE - BOITE / 30
ARP000005;ABACAVIR / LAMIVUDINE CIPLA - BOITE / 60
ARP000005;ABACAVIR / LAMIVUDINE CIPLA - BOITE / 30
ARP000481;BACTRIM SP PED - FLACON / 100 ml
ARP000431;AmlODIPINE - BOITE / 90
ARP002379;MIXTARD 30 FLEXPEN - BOITE / 5 STYLOS PRE-REMPLIS de 3 ml
ARP001913;INSULATARD FLEXPEN - BOITE / 5 STYLOS PRE-REMPLIS de 3 ml
ARP000040;ACTRAPID FLEXPEN - BOITE / 5 STYLOS PRE-REMPLIS de 3 ml
ARP003854;VIREAD - BOITE / 30
ARP002335;METRONIDAZOLE BAILLY-CREAT - BOITE / 100
ARP002175;LORACTYNE - FLACON / 120 ml
ARP002175;LORACTYNE - BOITE / 15
ARP001884;IMOVAX POLIO - BOITE / 10 FLACONS / 10 DOSES
ARP001551;FLUMED - FLACON / 60 ml
ARP001551;FLUMED - BOITE / 10
ARP000973;COTRIMOXAZOLE BAILLY-CREAT - BOITE / 100
ARP000810;CIMETIDINE BAILLY-CREAT - BOITE / 100
ARP000630;BUTOVENT - FLACON / 150 ml
ARP000416;AZOLE - FLACON / 10 ml
ARP000416;AZOLE - BOITE / 1
ARP003285;SIMECON - FLACON / 120 ml
ARP002515;NEUTROCOLD CP - BOITE / 25 POCHETTES DE 4
ARP002514;NEUTROCOLD - FLACON / 100 ml
ARP001580;FORTUM - BOITE / 1
ARP003991;ZINNAT - BOITE / 8
ARP002760;PANADOL EXTRA CP - BOITE / 20
ARP002758;PANADOL ACTIFAST CP - BOITE / 20
ARP002757;PANADOL - BOITE / 12
ARP002503;NEUGEN - FLACON / 5 ml
ARP002501;NEUDOR - FLACON / 5 ml
ARP001274;EASETEC - BOITE / 30
ARP000674;CARBEN - FLACON / 30 ml
ARP000604;BRONCALENE - FLACON / 150 ml
ARP000204;AMOXICILLINE CREAT - FLACON / 60 ml
ARP003958;ZEBENSIROPN - FLACON / 5 ml
ARP003957;ZEBEN COMPRIME - BOITE / 1
ARP003917;XATRAL LP - BOITE / 30
ARP003686;TRITAZIDE - BOITE / 28
ARP003664;TRIATEC - BOITE / 30
ARP002751;PALUTHER - BOITE / 6
ARP002577;NOZINAN - BOITE / 20
ARP002378;MITOSYL - TUBE / 150 G
ARP002378;MITOSYL - TUBE / 65 G
ARP000568;BIOFERON - FLACON / 200 ml
ARP003874;VITAMINE C - BOITE / 100
ARP003633;TORVA - BOITE / 30
ARP003514;TEGRETOL - BOITE / 50
ARP002987;PROPOFAN - BOITE / 15
ARP002951;PRETERAX - BOITE / 30
ARP002765;PANEGON CP - BOITE / 20
ARP002425;MUXOL - FLACON / 180 ml
ARP002134;LINCOMYCINE - BOITE / 12
ARP001869;IBUPROFENE CREAT - BOITE / 100
ARP001385;ESPRAZYL - BOITE / 14
ARP001376;ESIDREX - BOITE / 20
ARP001369;ERYTHROMYCINE CRE - BOITE / 100
ARP001332;ENHANCIN - BOITE / 10
ARP001229;DOXYCYCLINE CREAT - BOITE / 100
ARP001166;DIMETANE - FLACON / 150 ml
ARP000535;BI-ORAGIN - CPR PELL SEC B/16
ARP000466;B-COLEN SP - FLACON / 200 ml
ARP000204;AMOXICILLINE CREAT - BOITE / 100
ARP002279;MEGAMYLASE - BOITE / 24
ARP003777;VAAMOX - BOITE / 1
ARP003749;UNIGENTA COLLYRE - FLACON / 5 ml
ARP002008;KETOMED - BOITE / 5
ARP001974;JUVAMINE FIZZ CALCIUM VIT C CAFEINE - BOITE / 15
ARP001588;FRAMOPTIC-D - FLACON / 10 ml
ARP001358;ERLUS - FLACON / 60 ml
ARP000573;BIPRETERAX ARGININE - BOITE / 30
ARP002432;MYDRICOL - FLACON / 5 ml
ARP003514;TEGRETOL - FLACON / 150 ml
ARP003293;SINTROM - BOITE / 30
ARP001975;JUVAMINE FIZZ GOLD - BOITE / 15
ARP001808;HERCEPTIN - FLACON / 15 ml
ARP001114;DEXAMEX - FLACON / 5 ml
ARP000237;ANCINE - BOITE / 30
ARP003865;VITAGEN - FLACON / 25 ml
ARP003136;RIGIDE - BOITE / 4
ARP002866;PHARPHINE - BOITE / 1 FLACON
ARP002080;LATANOPROST GENERIC HEALTH CARE - FLACON / 2,5 ml
ARP001381;ESOMERAL - BOITE / 30
ARP003785;VAGIMILT COMPRIME GYNE - BOITE / 7
ARP003675;TRIFEN - FLACON / 200 ml
ARP003226;SAVARAL-HTZ - BOITE / 30
ARP002623;OFIKEN - BOITE / 16
ARP002387;MONELEX - BOITE / 30
ARP001545;FLUDOL P - FLACON / 120 ml
ARP000964;COSOPT - FLACON / 5 ml
ARP000923;COFNIL - FLACON / 60 ml
ARP003736;ULTRAFEN-P - BOITE / 30
ARP002032;L-MESITRAN - TUBE / 15 G
ARP000796;CHONDROGEN - BOITE / 20
ARP002975;PROFENOL - FLACON / 100 ml
ARP002975;PROFENOL - BOITE / 20
ARP002936;POVIDONE IODEE VALDAFRIQUE - FLACON / 500 ml
ARP002936;POVIDONE IODEE VALDAFRIQUE - FLACON / 125 ml
ARP002934;POVIDONE IODEE SCRUB - FLACON / 500 ml
ARP002935;POVIDONE IODEE SOLUTION GYNECO - FLACON / 125 ml
ARP002034;L-VIVACETZ - BOITE / 30
ARP001113;DEXACINE - FLACON / 5 ml
ARP000911;COAPROZAR - BOITE / 30
ARP003759;UPRAJECT - BOITE / 1
ARP003718;TYLOL PLUS - BOITE / 20
ARP003654;TREBON-N - BOITE / 10
ARP003042;RABETAR - BOITE / 10
ARP002504;NEULATAN - FLACON / 2,5 ml
ARP001984;JUVAMINE PERFORMANCE - BOITE / 40
ARP001977;JUVAMINE FIZZ MAGNESIUM / VITAMINE - BOITE / 30
ARP001829;HUILE GOMENOLEE 5% - FLACON / 22 ml
ARP001828;HUILE GOMENOLEE 2% - FLACON / 22 ml
ARP001455;FENAPAR - BOITE / 100
ARP000150;ALZOL SP - FLACON / 10 ml
ARP000149;ALZOL - BOITE / 1
ARP000086;ALBIZOL - FLACON / 10 ml
ARP000086;ALBIZOL - BOITE / 1
ARP003444;SYMBICORT TURBUHALER - FLACON / 120 DOSES
ARP003272;SERVIFLOX - BOITE / 10
ARP002177;LORDRES - BOITE / 10
ARP002130;LIDOCAINE T-T PHARMACARE - BOITE / 1
ARP001526;FLUCESS - BOITE / 1
ARP001526;FLUCESS - BOITE / 7
ARP000554;BINOZYT - 200mg/5ml SUSP BUV15ml
ARP000429;AmlIBON - BOITE / 30
ARP003738;ULZOCER - BOITE / 28
ARP000569;BIOFLOX - BOITE / 12
ARP000501;BELMAZOL - BOITE / 28
ARP000501;BELMAZOL - BOITE / 14
ARP000021;ACICLOVIR ARROW - BOITE / 25
ARP003715;TWINZOL - FLACON / 5 ml
ARP001759;GYNOSPAN - BOITE / 6
ARP000676;CARBOCISTEINE ARROW - FLACON / 300 ml
ARP000569;BIOFLOX - BOITE / 24
ARP003755;UNIZITRO - FLACON / 30 ml
ARP002554;NOMYC - BOITE / 4
ARP002554;NOMYC - BOITE / 1
ARP002554;NOMYC - BOITE / 7
ARP002554;NOMYC - BOITE / 2
ARP002551;NOCOL - BOITE / 30
ARP001864;IBUPROFEN - BOITE / 100
ARP001396;EUCARBON - BOITE / 30
ARP001170;DIPICOR - BOITE / 30
ARP001107;DESLORATADINE GH - BOITE / 15
ARP000728;CEFTRIAXONE ARROW - BOITE / 1
ARP000358;ATENOLOL ARROW - BOITE / 28
ARP000021;ACICLOVIR ARROW - TUBE / 10 G
ARP003755;UNIZITRO - BOITE / 3
ARP003755;UNIZITRO - FLACON / 15 ml
ARP002874;PHLOROGLUCINOL / TRIMETHYLPHLOROGLUCINOL ARROW INJ - BOITE / 10
ARP002184;LOSARTAN HYDROCHLOROTHIAZIDE ARROW - BOITE / 30
ARP001865;IBUPROFEN GH - FLACON / 200 ml
ARP001755;GYNOMAX - BOITE / 6
ARP000875;CLOPIDOGREL GH - BOITE / 30
ARP000693;CATEX - BOITE / 10
ARP000693;CATEX - BOITE / 20
ARP000558;BIOCLAV - BOITE / 24
ARP000558;BIOCLAV - BOITE / 16
ARP000247;ANOMEX - TUBE / 30 G
ARP000200;AMOXICILLINE ARROW - BOITE / 12
ARP000432;AmlODIPINE ARROW - BOITE / 30
ARP003477;TADAGEN - BOITE / 1
ARP002923;POLYFRESH CY - FLACON / 10 ml
ARP002621;ODIA - BOITE / 60
ARP001841;HYDROCORTISONE BIOCODEX - BOITE / 100
ARP002019;KINAFON - BOITE / 30
ARP001570;FOLIRON - BOITE / 30
ARP000577;BISOPROLOL ARROW - BOITE / 10
ARP001058;DAGESIL - TUBE / 100 G
ARP004009;ZOMETA - FLACON/ 50 ml
ARP003890;VOLINI - TUBE / 15 G
ARP003830;VERRUMAL - FLACON / 13 ml
ARP003806;VAXIGRIP - BOITE / 1 SERINGUE PRE-REMPLIE
ARP003534;TENOFOVIR / EMTRICITABINE MACLEODS - BOITE / 30
ARP003451;SYNTHOL - FLACON / 225 ml
ARP003329;SPAQ - BOITE / 50 BLISTERS DE 3
ARP003279;SHANVAC-B - FLACON / 0,5 ml
ARP003278;SHANCHOL - BOITE / 1 DOSE
ARP003262;SERETIDE - FLACON / 120 DOSES
ARP003255;SEPTIVON - FLACON / 250 ml
ARP002877;PHLOROGLUCINOL WINTHROP - BOITE / 10
ARP002856;PEVAGINE - TUBE / 30 G
ARP002770;PANOPRIST PLUS - BOITE / 30
ARP002769;PANOPRIST - BOITE / 30
ARP002742;PACLITERO - nan
ARP002718;OXICEB - BOITE / 20
ARP002581;NUGEL SP - FLACON / 200 ml
ARP002580;NUGEL - BOITE / 30
ARP002471;NAUSILAX - BOITE / 30
ARP002460;NAN - POT 400 G
ARP002320;METHERGIN - BOITE / 30
ARP002299;MEROGRAM - BOITE / 1
ARP002291;MENOMUNE - FLACON / 10 DOSES
ARP002290;MENACTRA - FLACON / 1 DOSE
ARP002195;LUEX - FLACON / 100 ml
ARP002141;LIPOVAS - BOITE / 30
ARP002078;LATANO - FLACON / 2,5 ml
ARP002079;LATANOCOM - FLACON / 2,5 ml
ARP001744;GUIGOZ 2 - POT 400 G
ARP001743;GUIGOZ 1 - POT 400 G
ARP001720;GRANI-DENK - BOITE / 5
ARP001618;GALVUSMET - BOITE / 30
ARP001450;FEDATE - FLACON / 200 ml
ARP001135;DIASTOP - FLACON / 60 ml
ARP000834;CISPLATINE SANDOZ - FLACON/20 ml
ARP000834;CISPLATINE SANDOZ - FL/100ml
ARP000817;CIPRO - FLACON / 5 ml
ARP000794;CHOLURSO - BOITE / 60
ARP000710;CEFIM - FLACON / 60 ml
ARP000549;BILAXTEN - BOITE / 10
ARP000513;BERLTHYROX - BOITE / 100
ARP000513;BERLTHYROX - BOITE / 50
ARP000390;AVOCOMB KIT - BOITE / 60
ARP000364;ATORFIT PLUS - BOITE / 30
ARP000346;ASTHALEX - FLACON / 100 ml
ARP000319;ARTESUNATE / MEFLOQUINE CIPLA - BOITE / 3
ARP000318;ARTESUNATE / MEFLOQUINE - BOITE / 3
ARP000283;APROZAR - BOITE / 30
ARP000281;APROVASC - BOITE / 28
ARP000167;AMINOPEP FORTE SP - FLACON / 200 ml
ARP003807;VCD - BOITE / 30
ARP003501;TAVANIC - BOITE / 7
ARP003443;SYMBICORT - FLACON / 120 DOSES
ARP003306;SOCLAV - BOITE / 12
ARP003294;SINVAZ - BOITE / 30
ARP003088;REPOITIN - BOITE / 1 SERINGUE PRE-REMPLIE
ARP002875;PHLOROGLUCINOL ARROW CP SUBLG - BOITE / 10
ARP002573;NOVEX - BOITE / 2 SERINGUES PRE-REMPLIES
ARP002239;MALACUR - BOITE / 12
ARP002105;LEVO DENK - BOITE / 10
ARP001911;INSTACLOP PLUS - BOITE / 30
ARP001877;ILAX - BOITE / 20
ARP001569;FOLINATE DE CALCIUM SANDOZ - FLACON/5 ml
ARP001141;DICLO PHARMA - BOITE / 6
ARP000924;COLASAR DENK - BOITE / 28
ARP000818;CIPRO-DENK - BOITE / 10
ARP000355;ASUNRA - BOITE / 30
ARP000197;AMOXI-DENK - BOITE / 10
ARP000125;ALLOPURINOL - BOITE / 100
ARP000096;ALERCHECK - FLACON / 5 ml
ARP001445;FEBRILEX JUNIOR - FLACON / 150 ml
ARP003947;ZALAIN - BOITE / 1
ARP003757;UPRACID - BOITE / 14
ARP003757;UPRACID - BOITE / 10
ARP003478;TADAMAN - BOITE / 8
ARP003340;SPASMOTROY - BOITE / 20
ARP003052;RAMIRIL H - BOITE / 30
ARP002912;PMS ROSUVASTATINE - BOITE / 30
ARP002902;PLASMION - FLACON / 500 ml
ARP002787;PARACETAMOL KABI - POCHE / 100 ml
ARP002763;PANALGIC - BOITE / 16
ARP002729;OZOLAMIDE CY - FLACON / 5 ml
ARP002690;ORCHAZIDE CY - FLACON / 5 ml
ARP002668;OMNISCAN - BOITE / 1 FLACON DE 15 ml
ARP002668;OMNISCAN - BOITE / 1 FLACON DE 10 ml
ARP002667;OMNIPAQUE - BOITE / 1 FLACON/100 ml
ARP002667;OMNIPAQUE - BOITE / 1 FLACON/50 ml
ARP002018;KETUM - TUBE / 120 G
ARP002015;KETOPROFENE WINTHROP - BOITE / 96 AMPOULES
ARP001950;IVEPRAL - BOITE / 5 FLACONS / 10 ml
ARP001928;IOPROST - FLACON / 3 ml
ARP001841;HYDROCORTISONE BIOCODEX - BOITE / 1
ARP001632;GATISTAR - FLACON / 5 ml
ARP001477;FERTAB - BOITE / 10
ARP001437;FASOLEN - BOITE / 4
ARP001079;DEKSALGIN - BOITE / 20
ARP001079;DEKSALGIN - TUBE / 30 G
ARP000855;CLARTEC - BOITE / 15
ARP000832;CIPTADINE - BOITE / 30
ARP000690;CARVEDI DENK - BOITE / 30
ARP000438;AmlOSTAT - BOITE / 30
ARP000436;AmlOPRIL - BOITE / 30
ARP000100;ALFAMOX - BOITE / 14
ARP000030;ACLAV - FLACON / 60 ml
ARP003336;SPASMO APOTEL SUPPO - BOITE / 5
ARP000709;CEFIDIS - BOITE / 10
ARP003335;SPASMO APOTEL - BOITE / 3
ARP003335;SPASMO APOTEL - BOITE / 20
ARP002355;MICROGYNON - BOITE / 28
ARP002356;MICROGYNON ED FE - BOITE / 3×28
ARP001886;IMPLANON NXT - BOITE / 1
ARP003490;TAMUXXAIR - BOITE / 200 DOSES
ARP003306;SOCLAV - BOITE / 16
ARP002067;LANTUS SOLASTAR - FLACON / 30 ml
ARP001224;DOXORUBICINE SANDOZ - FLACON/25 ml
ARP000002;5-FLUOROURACILE SANDOZ - FLACON/20 ml
ARP003915;XARELTO - BOITE / 14
ARP002911;PMS BICALUTAMIDE - BOITE / 30
ARP002626;OFLAMOC-OZ - BOITE / 10
ARP002321;METHOTREXATE SANDOZ - BOITE / 50
ARP002204;LUVCEF - BOITE / 10
ARP001501;FLEMOUT-T - FLACON / 100 ml
ARP001108;DESTATYNE - BOITE / 10
ARP000910;COAPROVEL - BOITE / 28
ARP000321;ARTESUNATE AMODIAQUINE WINTHROP - BOITE / 6
ARP000266;APDROPS - FLACON / 3 ml
ARP000002;5-FLUOROURACILE SANDOZ - FLACON/5 ml
ARP003489;TAMOXIFENE SANDOZ - BOITE / 30
ARP003234;SEBIVO - BOITE / 28
ARP002525;NEVIRAPINE MACLEODS - BOITE / 60
ARP002369;MINOXIDIL - BOITE / 3 FLACONS/60 ml
ARP002239;MALACUR - BOITE / 6
ARP001391;ETHIONAMIDE MACLEODS - BOITE / 100
ARP001289;EFAVIRENZ / EMTRICITABINE / TENOFOVIR HETERO - BOITE / 30
ARP001225;DOXORUBICINE SANDOZ 10/5 - FLACON/5 ml
ARP001205;DOLORA - BOITE / 10
ARP000541;BIBLOC - BOITE / 30
ARP003949;ZAMOX - BOITE / 24
ARP003949;ZAMOX - BOITE / 16
ARP003914;XARELT - BOITE / 20
ARP003641;TRAMADOL / PARACETAMOL ARROW - BOITE / 20
ARP003330;SPAQ CO - BOITE / 50 BLISTERS DE 3
ARP002016;KETOPROFENE-GH - BOITE / 12
ARP003642;TRAMAPA FORT - BOITE / 20
ARP001627;GASTRICID - BOITE / 50 POCHETTES DE 4
ARP002597;NURSIE EXPERTISE 2 - POT 400 G
ARP000915;COARTEM - BOITE / 6
ARP002596;NURSIE EXPERTISE 1 - POT / 400 G
ARP003685;TRIPLIXAM - BOITE / 30
ARP002469;NATRIXAM - BOITE / 30
ARP001195;DOLIPRANE - FLACON / 90 ml
ARP002345;METRONIDAZOLE WINTHROP - BOITE / 1000
ARP002059;LAMIVUDINE HETERO - BOITE / 60
ARP002056;LAMIVUDINE / NEVIRAPINE / ZIDOVUDINE HETERO - BOITE / 60
ARP002062;LAMIVUDINE TELMIKAA-H - BOITE / 60
ARP001203;DOLO-DENK - TUBE / 50 G
ARP001105;DESLORA-DENK 5 - BOITE / 10
ARP000293;ARFLOX-OZ - BOITE / 10
ARP000280;APROGEST - BOITE / 30
ARP000278;APRAMOL - BOITE / 16
ARP000265;APCAL FORTE - BOITE / 30
ARP002624;OFIKEN SP - FLACON / 60 ml
ARP002623;OFIKEN - FLACON / 30 ml
ARP002621;ODIA - BOITE / 30
ARP000539;BIBA - FLACON / 100 ml
ARP000048;ADERAN - BOITE / 30
ARP004018;ZYLTAN H - BOITE / 30
ARP003698;TROYCAL - BOITE / 30
ARP003399;STRIPHIRIL - BOITE / 30
ARP003340;SPASMOTROY - BOITE / 1
ARP001211;DOLPROFEN - BOITE / 30
ARP003847;VILDAMET - BOITE / 30
ARP003674;TRIFED PLUS - BOITE / 20
ARP002679;OPTICRON - FLACON / 5 ml
ARP002559;NORFEN - BOITE / 10
ARP002266;MEDICLAV - BOITE / 12
ARP002266;MEDICLAV - FLACON / 60 ml
ARP001565;FLUZON - BOITE / 2
ARP000434;AmlONG - BOITE / 30
ARP001979;JUVAMINE FIZZ VIT C - BOITE / 2 TUBES DE 15
ARP002768;PANOL SIROP - FLACON / 60 ml
ARP002020;KINAL - BOITE / 18
ARP001110;DETENSIEL - BOITE / 30
ARP000702;CEFAMOR - FLACON / 60 ml
ARP000252;ANTARENE CODEINE - BOITE / 10
ARP001614;G COSPE - BLISTER / 3
ARP000192;AMODIAQUINE GUILIN - BOITE / 12
ARP000599;BRICANYL LP - BOITE / 60
ARP003970;ZERODOL P - BOITE / 10
ARP003788;VALMAC H - BOITE / 30
ARP003787;VALMAC - BOITE / 30
ARP003179;ROZAN - BOITE / 30
ARP002629;OFLOCET - BOITE / 10
ARP002452;NAAXIA - FLACON / 5 ml
ARP002304;METAGARD - BOITE / 30
ARP002277;MEGALIS - BOITE / 1
ARP001703;GLUCOSE THERABEL - POCHE 250 ml
ARP001703;GLUCOSE THERABEL - POCHE 500 ml
ARP001622;GARDENAL - BOITE/1 FLACON
ARP000975;COTRIXAZOL - BOITE / 100
ARP000790;CHLORURE DE SODIUM ZHEJIANG - FLACON / 3000 ml
ARP000790;CHLORURE DE SODIUM ZHEJIANG - FLACON / 500 ml
ARP000790;CHLORURE DE SODIUM ZHEJIANG - FLACON / 250 ml
ARP000674;CARBEN - BOITE / 6
ARP000404;AZILIDE - FLACON / 30 ml
ARP000404;AZILIDE - FLACON / 15 ml
ARP000314;ARTEROPIRINE - BOITE / 30
ARP003053;RAMITHIAZIDE - BOITE / 30
ARP000955;CORDISTAT - BOITE / 30
ARP000213;AMOXICLAV-DENK - BOITE / 12
ARP002309;METFORMIN-DENK - BOITE / 100
ARP000801;CIALIS - BOITE / 4
ARP004003;ZOLADEX - BOITE / 1 SERINGUE PRE-REMPLIE
ARP003997;ZITRAM SR - BOITE / 20
ARP003910;WORMIN - BOITE / 6 mg
ARP002309;METFORMIN-DENK - BOITE / 120
ARP001885;IMOX - BOITE / 20
ARP001559;FLURIFEN - BOITE / 15
ARP001057;DAFRAZOLE - BOITE / 28
ARP000691;CASODEX - BOITE / 30
ARP000682;CARDIPER PLUS - BOITE / 30
ARP003959;ZECLAR - BOITE / 14
ARP003960;ZECLAR SIROP - FLACON / 100 ml
ARP003107;RHINATHIOL - FLACON / 100 ml
ARP002973;PROFENID GEL - TUBE / 60 G
ARP002721;OXYBOLDINE CP EFF - BOITE / 2 TUBES DE 12
ARP002466;NASOCORT - FLACON / 15 ml
ARP001495;FLAGYL - BOITE / 20
ARP001001;CUPID - BOITE / 1
ARP000702;CEFAMOR - BOITE / 20
ARP000643;CALCHEK - BOITE / 30
ARP000270;APEXIME - BOITE / 6
ARP000270;APEXIME - FLACON / 15 ml
ARP003959;ZECLAR - BOITE / 10
ARP003863;VIT B DENK - BOITE / 100
ARP003063;RANI DENK - BOITE / 100
ARP002075;LASILIX FAIBLE - BOITE / 10
ARP001988;JUVAMINE VITAMINE C - BOITE / 2 TUBES DE 15
ARP001981;JUVAMINE GINSENG TONUS - BOITE / 10
ARP001979;JUVAMINE FIZZ VIT C - BOITE / 2 TUBES DE 12
ARP001639;GEL-LARMES - TUBE / 2 G
ARP000942;COLTRAMYL - BOITE / 12
ARP000880;CLOTRI-DENK - TUBE / 20 G
ARP000669;CAPTOPRIL DENK - BOITE / 100
ARP000568;BIOFERON - BOITE / 30
ARP000540;BIBACTIN - FLACON / 100 ml
ARP000311;ARTENAM - BOITE / 7
ARP000277;APPETINE - FLACON / 100 ml
ARP000227;AMTIBA - BOITE / 4
ARP000046;ACYCLOVIR - TUBE / 5 G
ARP003639;TRAMADIS - BOITE / 10
ARP003322;SOMAZINA - BOITE / 10
ARP002489;NEOPRED CY - FLACON / 5 ml
ARP001792;HEMAFER - BOITE / 5
ARP001792;HEMAFER - BOITE / 12
ARP000897;CO-DOPCOR - BOITE / 30
ARP003940;XYZALL - BOITE / 14
ARP003243;SEFUROX - BOITE / 10
ARP002834;PEITEL CREME - TUBE / 30 G
ARP002619;OCET - BOITE / 20
ARP002619;OCET - BOITE / 10
ARP002555;NOOTROPYL - FLACON / 125 ml
ARP002546;NIMENRIX - BOITE / 1
ARP002224;MACROMAX - BOITE / 3
ARP002181;LOSAR MEDIS - BOITE / 30
ARP002110;LEVOLET - BOITE / 30
ARP001793;HEMAFER FOL - BOITE / 12
ARP001792;HEMAFER - FLACON / 125 ml
ARP001643;GEMINOR PLUS - BOITE / 30
ARP001159;DIFFU-K - BOITE / 40
ARP001072;DECAPEPTYL - BOITE / 1
ARP000411;AZITRINE - BOITE / 3
ARP000270;APEXIME - BOITE / 3
ARP000007;ABACAVIR HETERO - BOITE / 60
ARP002643;OGESTAN CAPS - BOITE / 30
ARP002560;NORFLOZOLE - BOITE / 10
ARP004004;ZOLEDRO-DENK - FLACON / 5 ml
ARP003796;VALSARTAN WINTHROP - BOITE / 28
ARP003201;SAFORELLE BEBE LAIT - FLACON / 125 ml
ARP003173;ROTARIX - BOITE / 50 TUBES COMPTE-GOUTTES
ARP002998;PULMICORT - FLACON / 1 RECIPIENT UNIDOSE
ARP002829;PEDIAVIT GOUTTE ORALE - FLACON / 25 ml
ARP004029;mg PLUS - BOITE / 20
ARP002302;MET XL - BOITE / 30
ARP002070;LARITEM - BOITE / 6
ARP001813;HEXIGEL - TUBE / 15 G
ARP001485;FEXIDINE - BOITE / 30
